Metric,Description,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
metric,synthetic test,3,0,0,1765331865931,1765331865931,0,0,4.89,0.0,1600.0
metric,synthetic test,3,1,1,1765331865982,1765331865986,4,55,0.66,15.2,62.63
metric,synthetic test,3,2,2,1765331866033,1765331866035,2,49,3.65,8.3,47.01
metric,synthetic test,3,3,3,1765331866084,1765331866089,5,54,4.19,18.9,41.89
metric,synthetic test,3,4,4,1765331866134,1765331866139,5,50,1.13,21.6,39.37
metric,synthetic test,3,5,5,1765331866185,1765331866185,0,46,4.54,0.0,37.83
metric,synthetic test,3,6,6,1765331866235,1765331866239,4,54,0.04,15.1,36.78
metric,synthetic test,3,7,7,1765331866286,1765331866290,4,51,4.7,0.0,35.98
metric,synthetic test,3,8,8,1765331866337,1765331866342,5,52,4.26,5.4,35.37
metric,synthetic test,3,9,9,1765331866389,1765331866391,2,49,1.72,7.5,34.94
metric,synthetic test,3,10,10,1765331866440,1765331866444,4,53,4.57,5.5,34.58
metric,synthetic test,3,11,11,1765331866490,1765331866492,2,48,4.28,7.2,34.28
metric,synthetic test,3,12,12,1765331866541,1765331866544,3,52,3.13,2.5,34.06
metric,synthetic test,3,13,13,1765331866592,1765331866597,5,53,4.54,8.8,33.85
metric,synthetic test,3,14,14,1765331866644,1765331866647,3,50,1.51,13.6,33.67
metric,synthetic test,3,15,15,1765331866695,1765331866699,4,52,2.78,0.0,33.45
metric,synthetic test,3,16,16,1765331866747,1765331866747,0,48,0.37,15.4,33.33
metric,synthetic test,3,17,17,1765331866798,1765331866798,0,51,3.22,8.5,33.21
metric,synthetic test,3,18,18,1765331866849,1765331866853,4,55,3.1,5.6,33.1
metric,synthetic test,3,19,19,1765331866900,1765331866903,3,50,2.09,1.9,33.0
metric,synthetic test,3,20,20,1765331866951,1765331866955,4,52,3.78,0.0,32.92
metric,synthetic test,3,21,21,1765331867002,1765331867006,4,51,4.25,2.2,32.85
metric,synthetic test,3,22,22,1765331867054,1765331867055,1,49,4.43,12.1,32.75
metric,synthetic test,3,23,23,1765331867105,1765331867108,3,53,0.49,18.5,32.69
metric,synthetic test,3,24,24,1765331867157,1765331867160,3,52,3.9,27.5,32.62
metric,synthetic test,3,25,25,1765331867208,1765331867212,4,52,1.06,32.9,32.58
