Metric,Description,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
metric,synthetic test,0,0,0,1765332757677,1765332757681.5493,4.54931640625,0,3.709,16.1,1600.0
metric,synthetic test,0,1,1,1765332757777,1765332757779.618,2.617919921875,1.931396484375,0.529,13.1,31.53
metric,synthetic test,0,2,2,1765332757878,1765332757881.3887,3.388671875,1.770751953125,3.63,33.3,23.86
metric,synthetic test,0,3,3,1765332757978,1765332757982.985,4.985107421875,1.596435546875,0.164,9.6,21.2
metric,synthetic test,0,4,4,1765332758078,1765332758081.2979,3.2978515625,1.687255859375,4.487,7.1,19.88
metric,synthetic test,0,5,5,1765332758179,1765332758181.311,2.31103515625,0.01318359375,4.59,11.5,19.11
metric,synthetic test,0,6,6,1765332758279,1765332758281.8853,2.88525390625,0.57421875,0.707,13.0,18.58
metric,synthetic test,0,7,7,1765332758380,1765332758384.1475,4.1474609375,2.26220703125,3.362,12.3,18.2
metric,synthetic test,0,8,8,1765332758480,1765332758483.3,3.300048828125,0.847412109375,1.879,5.3,17.91
metric,synthetic test,0,9,9,1765332758581,1765332758583.7407,2.74072265625,0.440673828125,2.569,7.3,17.69
metric,synthetic test,0,10,10,1765332758682,1765332758685.941,3.94091796875,2.2001953125,1.635,5.6,17.51
metric,synthetic test,0,11,11,1765332758782,1765332758784.1895,2.189453125,1.75146484375,3.51,15.7,17.36
metric,synthetic test,0,12,12,1765332758883,1765332758886.2632,3.26318359375,2.07373046875,4.538,7.2,17.24
metric,synthetic test,0,13,13,1765332758983,1765332758986.335,3.3349609375,0.07177734375,1.671,9.6,17.14
metric,synthetic test,0,14,14,1765332759084,1765332759088.7507,4.750732421875,2.415771484375,1.796,20.0,17.05
metric,synthetic test,0,15,15,1765332759184,1765332759187.4739,3.473876953125,1.27685546875,1.79,3.0,16.98
metric,synthetic test,0,16,16,1765332759284,1765332759287.5967,3.5966796875,0.122802734375,3.097,7.0,16.91
metric,synthetic test,0,17,17,1765332759385,1765332759389.9543,4.954345703125,2.357666015625,2.256,7.5,16.85
metric,synthetic test,0,18,18,1765332759486,1765332759489.9246,3.924560546875,0.02978515625,4.336,0.0,16.8
metric,synthetic test,0,19,19,1765332759586,1765332759588.654,2.654052734375,1.2705078125,3.502,0.9,16.76
metric,synthetic test,0,20,20,1765332759687,1765332759691.3528,4.352783203125,2.69873046875,0.422,10.8,16.71
metric,synthetic test,0,21,21,1765332759787,1765332759790.696,3.696044921875,0.65673828125,0.629,26.5,16.68
metric,synthetic test,0,22,22,1765332759887,1765332759889.4412,2.441162109375,1.2548828125,1.499,20.0,16.64
metric,synthetic test,0,23,23,1765332759988,1765332759991.288,3.2880859375,1.846923828125,2.758,9.9,16.61
metric,synthetic test,0,24,24,1765332760088,1765332760092.1472,4.147216796875,0.859130859375,3.848,2.8,16.58
metric,synthetic test,0,25,25,1765332760189,1765332760191.6304,2.63037109375,0.516845703125,3.738,6.6,16.56
metric,synthetic test,0,26,26,1765332760289,1765332760291.144,2.14404296875,0.486328125,4.667,18.6,16.53
metric,synthetic test,0,27,27,1765332760390,1765332760393.7554,3.75537109375,2.611328125,1.494,12.9,16.51
metric,synthetic test,0,28,28,1765332760491,1765332760493.4033,2.4033203125,0.35205078125,3.259,14.9,16.48
metric,synthetic test,0,29,29,1765332760591,1765332760593.168,2.16796875,0.2353515625,4.394,11.5,16.46
metric,synthetic test,0,30,30,1765332760691,1765332760694.3088,3.308837890625,1.140869140625,2.589,11.0,16.45
metric,synthetic test,0,31,31,1765332760792,1765332760794.2717,2.271728515625,0.037109375,0.167,11.2,16.43
metric,synthetic test,0,32,32,1765332760892,1765332760896.3176,4.317626953125,2.0458984375,2.299,8.1,16.42
metric,synthetic test,0,33,33,1765332760993,1765332760997.7168,4.716796875,1.399169921875,0.201,4.7,16.4
metric,synthetic test,0,34,34,1765332761094,1765332761097.864,3.864013671875,0.147216796875,1.013,10.3,16.39
metric,synthetic test,0,35,35,1765332761194,1765332761198.2004,4.200439453125,0.33642578125,3.954,11.6,16.37
metric,synthetic test,0,36,36,1765332761295,1765332761298.3325,3.33251953125,0.132080078125,4.175,14.6,16.36
metric,synthetic test,0,37,37,1765332761395,1765332761399.495,4.4951171875,1.16259765625,1.648,7.2,16.35
metric,synthetic test,0,38,38,1765332761495,1765332761499.1575,4.157470703125,0.337646484375,4.76,9.3,16.34
metric,synthetic test,0,39,39,1765332761596,1765332761599.054,3.053955078125,0.103515625,0.953,7.8,16.33
metric,synthetic test,0,40,40,1765332761696,1765332761698.9963,2.996337890625,0.0576171875,3.586,11.3,16.32
metric,synthetic test,0,41,41,1765332761797,1765332761800.5686,3.568603515625,1.572265625,2.766,12.4,16.31
metric,synthetic test,0,42,42,1765332761897,1765332761899.875,2.875,0.693603515625,3.107,15.6,16.3
metric,synthetic test,0,43,43,1765332761997,1765332762001.0632,4.063232421875,1.188232421875,2.621,3.2,16.29
metric,synthetic test,0,44,44,1765332762098,1765332762100.3513,2.351318359375,0.7119140625,4.854,17.4,16.28
metric,synthetic test,0,45,45,1765332762198,1765332762200.2239,2.223876953125,0.12744140625,2.882,15.3,16.28
metric,synthetic test,0,46,46,1765332762299,1765332762301.2986,2.298583984375,1.07470703125,2.065,8.1,16.27
metric,synthetic test,0,47,47,1765332762399,1765332762401.7942,2.794189453125,0.49560546875,4.779,3.1,16.26
metric,synthetic test,0,48,48,1765332762500,1765332762504.4846,4.484619140625,2.6904296875,1.219,3.8,16.25
metric,synthetic test,0,49,49,1765332762600,1765332762604.4517,4.45166015625,0.032958984375,0.599,3.6,16.25
metric,synthetic test,1,0,0,1765332757682,1765332757685.7698,3.769775390625,0,3.034,14.7,1600.0
metric,synthetic test,1,1,1,1765332757783,1765332757786.0857,3.085693359375,0.31591796875,3.935,16.1,30.2
metric,synthetic test,1,2,2,1765332757883,1765332757886.9026,3.902587890625,0.81689453125,2.208,29.8,23.84
metric,synthetic test,1,3,3,1765332757983,1765332757986.028,3.028076171875,0.87451171875,0.186,9.4,21.22
metric,synthetic test,1,4,4,1765332758084,1765332758087.427,3.427001953125,1.39892578125,1.445,9.7,19.9
metric,synthetic test,1,5,5,1765332758184,1765332758186.8052,2.80517578125,0.621826171875,0.656,8.5,19.1
metric,synthetic test,1,6,6,1765332758284,1765332758288.659,4.658935546875,1.853759765625,1.823,11.4,18.57
metric,synthetic test,1,7,7,1765332758385,1765332758388.7456,3.74560546875,0.086669921875,0.925,14.4,18.2
